aX,aY,aZ,gX,gY,gZ
-0.218,-0.370,2.201,126.343,-1.404,-58.044
-0.076,-0.057,2.112,60.791,41.748,-63.293
-0.196,0.003,1.959,-2.563,78.125,-99.182
-0.112,-0.212,1.565,-70.496,100.708,-151.917
0.696,-0.683,0.453,-98.999,89.478,-175.293
0.884,-0.715,0.795,-6.958,20.325,-124.512
0.278,-0.373,1.635,111.084,-48.157,-57.617
0.228,-0.334,1.596,169.861,-44.617,-27.405
0.491,-0.369,1.303,189.392,-18.677,-22.888
0.342,-0.357,1.404,184.998,-46.753,-26.367
0.197,-0.332,1.433,182.861,-69.458,-28.687
0.167,-0.425,1.278,192.505,-64.453,-34.302
0.176,-0.519,1.049,197.571,-54.260,-43.274
0.139,-0.511,0.892,190.674,-53.284,-53.345
0.058,-0.334,0.805,180.481,-56.335,-60.974
-0.022,-0.205,0.713,171.387,-57.007,-58.777
-0.044,-0.167,0.645,159.973,-52.612,-51.575
-0.056,-0.047,0.707,150.024,-43.396,-45.654
-0.077,-0.123,0.730,143.921,-31.067,-36.438
0.002,-0.234,0.744,138.000,-19.409,-28.076
0.064,-0.333,0.818,125.122,-22.888,-18.372
0.083,-0.375,0.889,107.422,-32.593,-14.587
0.046,-0.335,0.972,97.534,-34.607,-22.644
-0.024,-0.463,0.937,96.741,-43.823,-26.794
-0.071,-0.542,0.888,98.999,-51.758,-30.029
-0.071,-0.499,0.859,106.262,-49.072,-38.574
-0.070,-0.563,0.710,121.887,-48.096,-47.913
-0.171,-0.485,0.539,137.329,-49.622,-59.387
-0.313,-0.318,0.417,142.822,-52.124,-60.364
-0.361,-0.473,0.263,137.878,-48.523,-51.331
-0.393,-0.545,0.255,126.221,-36.804,-47.546
-0.384,-0.518,0.336,114.868,-21.423,-46.814
-0.397,-0.499,0.314,120.178,-2.136,-44.983
-0.430,-0.475,0.345,132.874,15.442,-42.114
-0.422,-0.525,0.358,139.893,23.254,-33.569
-0.413,-0.546,0.370,141.541,32.104,-22.095
-0.559,-0.542,0.422,147.339,33.936,-12.695
-0.561,-0.684,0.342,158.936,29.114,-11.536
-0.420,-0.738,0.187,155.884,20.386,-28.625
-0.390,-0.658,0.224,144.409,0.488,-46.509
-0.490,-0.592,0.164,137.329,-16.663,-52.490
-0.520,-0.644,0.027,134.277,-23.376,-57.495
-0.617,-0.657,-0.200,135.071,-25.085,-59.692
-0.688,-0.587,-0.291,131.592,-27.283,-54.260
-0.737,-0.586,-0.485,132.996,-23.743,-45.776
-0.833,-0.536,-0.716,137.146,-20.813,-33.142
-1.102,-0.510,-0.573,150.818,-27.344,-13.000
-1.103,-0.666,-1.043,199.646,-35.522,36.560
-1.015,-0.486,-1.350,191.956,-22.156,87.463
-1.078,-0.504,-1.312,133.972,-27.466,115.479
-0.959,-0.485,-1.352,91.919,-39.978,137.146
-0.697,-0.303,-1.385,40.771,-45.654,131.592
-0.709,-0.475,-1.260,7.996,-50.598,98.206
-0.749,-0.461,-1.149,-9.583,-40.527,67.871
-0.671,-0.567,-0.951,-23.315,-18.738,44.983
-0.525,-0.716,-0.790,-36.987,4.089,31.372
-0.413,-0.784,-0.623,-54.016,19.104,28.625
-0.343,-0.736,-0.430,-73.181,27.588,26.062
-0.317,-0.754,-0.211,-78.491,32.471,23.071
-0.290,-0.783,-0.182,-71.594,36.621,23.743
-0.303,-0.826,-0.168,-64.819,27.222,27.893
-0.317,-0.898,-0.166,-58.228,9.949,32.532
-0.345,-0.912,-0.248,-55.054,-6.348,36.743
-0.421,-0.825,-0.299,-58.167,-24.780,34.180
-0.538,-0.757,-0.357,-68.726,-39.856,28.992
-0.589,-0.737,-0.413,-87.891,-53.162,23.437
-0.675,-0.755,-0.375,-106.750,-64.941,19.409
-0.664,-0.747,-0.424,-118.408,-65.002,19.226
-0.582,-0.716,-0.464,-129.272,-60.303,19.470
-0.501,-0.761,-0.457,-145.569,-55.908,15.625
-0.401,-0.760,-0.453,-160.522,-53.955,10.132
-0.299,-0.726,-0.409,-173.950,-55.115,1.221
-0.274,-0.718,-0.204,-183.411,-60.791,-11.658
-0.354,-0.753,-0.033,-178.101,-55.176,-19.409
-0.312,-0.417,-0.005,-164.978,-38.147,-10.559
-0.324,-0.127,0.052,-158.752,-31.372,3.235
-0.505,-0.218,0.021,-167.664,-35.706,7.385
-0.646,-0.201,-0.027,-176.331,-47.974,22.644
-0.626,-0.136,0.027,-192.322,-73.486,43.640
-0.666,-0.069,0.350,-213.745,-95.642,58.228
-0.582,-0.144,0.767,-216.980,-78.857,55.420
-0.221,-0.305,0.461,-215.393,-20.691,36.621
-0.057,-0.285,0.347,-217.834,-0.671,19.104
-0.030,-0.235,0.551,-221.191,-9.094,-7.141
-0.223,-0.250,0.834,-215.515,-8.972,-40.100
-0.573,-0.280,1.101,-203.369,9.033,-43.762
-0.341,-0.007,0.976,-197.998,60.730,-11.414
-0.093,0.261,0.996,-193.909,99.365,18.799
-0.377,0.262,0.946,-199.707,112.854,36.743
-0.382,0.136,1.195,-218.018,84.106,54.993
-0.118,0.186,1.361,-230.774,42.236,76.782
0.140,0.229,1.643,-252.625,13.733,95.459
0.269,0.107,1.902,-263.550,-9.766,94.543
0.314,-0.064,2.119,-245.117,-19.531,77.576
0.281,-0.117,2.162,-188.110,-14.465,53.040
0.229,-0.262,2.047,-119.385,3.052,29.114
0.276,-0.274,1.810,-61.401,12.817,10.010
0.271,-0.203,1.495,-23.376,9.521,-3.113
0.199,-0.164,1.370,-7.996,-7.446,-10.010
0.069,0.062,1.189,-6.897,-14.465,-10.620
-0.038,0.195,0.865,-31.189,2.258,0.549
0.026,0.272,1.018,-73.792,20.081,25.513
0.140,0.110,1.227,-107.422,52.734,41.992
0.237,-0.073,1.312,-123.474,89.172,39.734
0.321,-0.357,1.611,-132.446,88.745,40.039
0.388,-0.302,2.123,-120.178,52.490,44.006
0.346,-0.398,1.983,-87.219,41.992,36.072
0.278,-0.262,1.947,-65.491,10.437,25.635
0.119,-0.318,1.867,-32.227,-16.235,13.306
0.157,-0.320,1.674,7.751,-4.456,2.930
0.128,-0.328,1.392,29.419,-1.099,-6.042
0.085,-0.348,1.269,36.865,-1.221,-11.475
-0.002,-0.303,1.116,40.649,1.892,-13.306
-0.054,-0.253,0.983,38.391,10.742,-17.761
-0.180,-0.226,0.821,25.940,19.958,-18.860
-0.274,-0.290,0.619,14.587,17.151,-15.381
-0.305,-0.389,0.771,2.747,0.305,-9.888
-0.292,-0.380,0.820,-10.681,-1.709,-5.737
-0.286,-0.390,0.890,-16.663,4.456,-5.371

0.390,-0.255,1.980,-162.659,-17.944,67.810
0.294,-0.305,1.964,-138.123,-34.302,46.265
0.359,-0.337,1.776,-98.511,-23.743,31.128
0.357,-0.456,1.480,-62.744,-4.517,22.461
0.809,-0.268,1.306,-39.673,10.010,18.311
0.397,-0.271,0.743,-42.053,26.001,-3.052
0.221,-0.075,1.475,-63.660,-48.645,-15.320
-0.180,-0.137,1.514,-93.506,-52.063,21.301
-0.113,-0.479,1.632,-117.310,-30.090,41.260
-0.036,-1.127,1.758,-111.877,-11.414,41.382
-0.378,-2.114,4.000,-139.282,-11.292,41.260
0.254,-1.045,3.779,-135.559,-36.255,18.433
-0.630,-0.818,1.504,2.258,-64.636,-54.565
0.460,0.782,1.739,59.448,-89.417,-28.259
-1.189,-0.184,0.754,176.636,-92.285,7.202
-0.404,-0.874,0.660,155.273,-17.151,9.583
0.120,-0.493,0.945,72.998,19.653,36.987
0.181,-0.296,0.707,88.989,-14.709,26.794
0.034,-0.241,0.543,96.741,-58.777,4.944
-0.100,-0.118,0.469,85.938,-79.285,-5.493
-0.143,-0.197,0.285,70.923,-64.392,-11.536
-0.168,-0.304,0.111,55.603,-49.988,-18.433
-0.234,-0.303,0.192,40.527,-51.758,-20.325
-0.253,-0.256,0.436,29.358,-37.842,-20.508
-0.330,-0.340,0.353,28.931,-4.395,-23.376
-0.374,-0.367,0.427,20.142,8.911,-20.630
-0.394,-0.378,0.534,8.118,15.381,-14.893
-0.388,-0.368,0.623,-3.662,16.174,-7.568
-0.391,-0.349,0.728,-13.489,12.146,-2.563
-0.409,-0.348,0.819,-19.470,3.662,-0.916
-0.408,-0.367,0.912,-21.301,-3.540,3.235
-0.367,-0.446,0.934,-17.700,-6.104,9.155
-0.321,-0.515,0.960,-13.794,-4.028,11.780
-0.294,-0.542,0.990,-13.489,-1.404,12.512
-0.284,-0.542,1.030,-14.282,0.610,13.550
-0.271,-0.525,1.054,-11.719,3.052,14.587
-0.253,-0.525,1.056,-7.324,5.005,14.404
-0.235,-0.523,1.050,-5.005,4.578,14.099
-0.222,-0.515,1.041,-2.319,1.404,12.878
-0.216,-0.492,1.016,0.244,-1.953,9.949
-0.240,-0.496,0.997,1.648,-5.615,6.775
-0.180,-0.527,0.967,2.075,-9.399,3.967
-0.149,-0.491,0.896,1.892,-14.221,5.615
-0.147,-0.490,0.898,1.038,-17.639,3.601
-0.158,-0.482,0.885,0.061,-15.686,0.549
-0.168,-0.463,0.859,-0.244,-13.000,0.610
-0.168,-0.454,0.887,-0.305,-12.146,0.244
-0.181,-0.454,0.879,0.061,-6.470,-0.854
-0.196,-0.454,0.866,2.136,-4.822,-2.563
-0.222,-0.439,0.851,4.883,-4.395,-5.188
-0.254,-0.430,0.813,6.531,-4.272,-7.507
-0.276,-0.411,0.807,6.409,-5.127,-8.850
-0.312,-0.400,0.787,4.883,-5.920,-9.338
-0.334,-0.404,0.774,2.991,-5.676,-8.057
-0.363,-0.395,0.776,2.380,-4.089,-5.066
-0.359,-0.378,0.773,2.075,-0.610,-0.427
-0.341,-0.389,0.786,0.671,3.113,4.211
-0.309,-0.426,0.797,-1.709,5.920,7.141
-0.283,-0.447,0.828,-3.906,7.324,8.789
-0.271,-0.456,0.847,-4.395,7.751,8.484
-0.267,-0.452,0.841,-3.784,7.019,7.080
-0.243,-0.459,0.827,-2.991,5.066,6.042
-0.237,-0.451,0.837,-2.319,2.319,4.089
-0.257,-0.430,0.848,-2.808,0.061,1.160
-0.288,-0.414,0.869,-2.930,-1.404,0.183
-0.291,-0.413,0.858,-2.197,-2.502,2.136
-0.284,-0.419,0.854,-2.197,-2.869,4.883
-0.278,-0.432,0.851,-3.662,-3.479,6.836
-0.256,-0.444,0.859,-4.578,-3.906,8.484
-0.248,-0.452,0.854,-3.967,-3.601,9.155
-0.237,-0.457,0.850,-2.563,-3.418,9.460
-0.225,-0.450,0.837,-1.892,-2.747,9.338
-0.224,-0.443,0.825,-2.563,-2.441,7.507
-0.219,-0.449,0.828,-2.869,-1.770,4.944
-0.217,-0.451,0.824,-2.197,-0.366,2.319
-0.222,-0.440,0.814,-1.831,0.549,0.244
-0.238,-0.427,0.814,-2.625,-0.122,-0.366
-0.243,-0.427,0.822,-4.028,-0.732,0.549
-0.252,-0.419,0.828,-5.371,-0.427,2.258
-0.244,-0.428,0.842,-6.836,0.305,3.967
-0.245,-0.444,0.859,-7.935,1.221,4.395
-0.251,-0.452,0.873,-7.935,1.770,4.456
-0.253,-0.446,0.887,-6.348,2.075,4.883
-0.249,-0.437,0.883,-4.395,2.502,5.127
-0.239,-0.424,0.870,-3.540,2.075,4.700
-0.238,-0.431,0.861,-4.333,0.244,3.418
-0.239,-0.430,0.862,-4.761,-1.465,2.258
-0.231,-0.433,0.843,-4.944,-1.648,1.953
-0.231,-0.431,0.848,-6.104,-1.343,1.831
-0.233,-0.427,0.852,-7.568,-1.160,2.014
-0.233,-0.429,0.861,-8.179,-1.038,2.563
-0.233,-0.434,0.868,-8.362,-1.221,2.563
-0.235,-0.432,0.874,-8.606,-1.404,2.441
-0.238,-0.428,0.884,-8.911,-1.648,1.770
-0.240,-0.431,0.907,-8.728,-4.272,0.488
-0.249,-0.421,0.880,-7.874,-4.883,0.122
-0.240,-0.440,0.895,-7.019,-5.676,-0.427
-0.247,-0.425,0.881,-5.310,-4.700,0.366
-0.246,-0.418,0.879,-3.601,-3.235,1.465
-0.238,-0.407,0.873,-3.601,-1.160,2.502
-0.259,-0.425,0.903,-3.723,-0.916,2.075
-0.276,-0.444,0.973,-2.869,-0.793,2.808
-0.253,-0.439,0.984,-1.953,-1.709,3.357
-0.243,-0.431,0.952,-1.465,-4.028,1.648
-0.239,-0.423,0.906,-0.183,-5.249,0.061
-0.228,-0.411,0.867,0.488,-3.967,-0.305
-0.228,-0.400,0.848,0.000,-2.502,-0.183
-0.228,-0.404,0.851,-0.732,-1.587,0.061
-0.224,-0.416,0.866,-1.282,-0.549,-0.061
-0.221,-0.416,0.876,-0.793,0.610,0.000
-0.231,-0.405,0.897,-0.427,1.038,-0.671
-0.242,-0.404,0.915,-0.061,0.488,-1.099
-0.249,-0.397,0.923,1.282,0.061,-0.732
-0.239,-0.401,0.892,2.808,-0.061,-0.549
-0.234,-0.421,0.847,3.113,0.061,-0.732
-0.233,-0.412,0.837,1.648,-1.038,-0.732
-0.245,-0.405,0.873,-0.671,-3.174,-0.610
-0.240,-0.408,0.881,-0.671,-2.869,-0.671
-0.239,-0.408,0.875,0.793,-1.221,-0.916

-0.089,-0.659,2.055,25.635,65.552,39.246
-0.073,-0.645,2.154,42.908,62.683,26.489
-0.021,-0.632,2.169,65.857,63.232,12.512
0.005,-0.605,2.140,90.637,62.744,3.479
0.022,-0.563,2.091,111.938,59.326,-0.122
0.032,-0.496,2.074,135.010,52.490,0.916
0.113,-0.463,2.005,155.701,50.964,3.906
0.173,-0.426,1.858,166.626,53.650,0.061
0.203,-0.401,1.722,169.800,49.500,-8.057
0.205,-0.404,1.622,172.424,34.119,-18.005
0.177,-0.328,1.475,178.467,19.836,-27.954
0.126,-0.183,1.401,190.308,14.771,-33.386
0.113,-0.114,1.352,199.097,16.541,-31.006
0.130,-0.103,1.248,198.059,23.682,-27.893
0.165,-0.172,1.206,195.740,26.855,-25.818
0.229,-0.261,1.139,192.810,27.771,-27.039
0.219,-0.227,1.020,191.956,26.489,-36.194
0.131,-0.142,1.090,195.740,18.250,-44.128
0.140,-0.125,1.087,195.801,13.916,-43.457
0.135,-0.140,0.949,199.768,15.503,-43.335
0.141,-0.236,0.824,213.013,9.705,-44.434
0.154,-0.225,0.600,221.863,5.493,-48.523
0.105,-0.192,0.431,222.595,1.892,-56.458
0.055,-0.182,0.363,216.919,-3.174,-58.960
-0.025,-0.162,0.318,207.397,-4.578,-58.044
-0.088,-0.225,0.242,205.017,-2.747,-56.580
-0.146,-0.249,0.224,205.750,-2.441,-54.871
-0.173,-0.262,0.091,208.923,1.953,-55.481
-0.193,-0.332,-0.017,205.139,3.662,-56.885
-0.220,-0.369,-0.056,198.242,4.517,-58.777
-0.267,-0.347,-0.167,196.655,11.963,-61.218
-0.349,-0.364,-0.259,194.458,18.372,-60.181
-0.354,-0.394,-0.292,183.044,19.775,-54.077
-0.362,-0.464,-0.389,169.495,20.081,-57.251
-0.412,-0.467,-0.438,163.208,16.724,-62.439
-0.464,-0.464,-0.371,154.358,5.981,-59.204
-0.506,-0.493,-0.419,149.719,-4.395,-55.420
-0.512,-0.506,-0.562,155.823,-12.634,-56.458
-0.547,-0.445,-0.703,157.471,-25.513,-55.603
-0.588,-0.453,-0.833,146.851,-46.570,-52.795
-0.592,-0.513,-0.981,136.780,-75.684,-51.208
-0.587,-0.596,-1.133,140.930,-96.008,-41.260
-0.757,-0.473,-1.339,141.235,-95.093,-19.104
-0.749,-0.463,-1.455,125.793,-86.548,1.038
-0.886,-0.433,-1.567,111.389,-78.064,21.423
-0.962,-0.342,-1.631,94.849,-69.824,36.987
-0.888,-0.440,-1.599,70.557,-63.782,33.630
-0.727,-0.555,-1.533,51.331,-50.720,27.283
-0.534,-0.655,-1.443,29.236,-26.489,25.330
-0.354,-0.678,-1.297,-1.709,-3.113,32.715
-0.252,-0.734,-1.067,-30.212,4.211,37.292
-0.193,-0.761,-0.826,-46.936,2.258,37.659
-0.137,-0.799,-0.712,-51.697,4.822,34.119
-0.095,-0.813,-0.680,-50.537,12.085,26.917
-0.103,-0.818,-0.671,-52.612,17.029,17.273
-0.138,-0.800,-0.664,-59.753,14.526,8.484
-0.203,-0.767,-0.651,-67.017,5.249,2.258
-0.272,-0.718,-0.652,-70.313,-5.493,-0.916
-0.329,-0.671,-0.727,-72.693,-17.883,-2.747
-0.376,-0.654,-0.823,-75.684,-33.997,-3.418
-0.407,-0.644,-0.869,-82.458,-53.528,-2.258
-0.419,-0.599,-0.856,-92.773,-67.993,-0.244
-0.413,-0.575,-0.849,-105.408,-70.068,1.648
-0.373,-0.579,-0.848,-119.690,-63.660,2.930
-0.338,-0.568,-0.794,-134.705,-53.833,3.357
-0.303,-0.544,-0.718,-148.010,-40.344,2.258
-0.292,-0.513,-0.628,-158.142,-23.560,-0.732
-0.292,-0.461,-0.526,-165.100,-7.202,-3.052
-0.359,-0.365,-0.377,-171.448,3.723,-4.456
-0.383,-0.370,-0.307,-177.795,9.827,-2.625
-0.358,-0.391,-0.242,-183.777,9.155,1.709
-0.332,-0.410,-0.167,-188.782,3.845,5.798
-0.273,-0.460,-0.165,-193.848,-0.305,6.042
-0.225,-0.447,-0.144,-200.500,-5.371,4.822
-0.153,-0.450,-0.138,-207.703,-9.155,1.099
-0.121,-0.396,-0.092,-214.478,-11.292,-6.531
-0.186,-0.195,0.035,-216.492,-11.047,-13.794
-0.237,-0.026,0.177,-214.233,-9.521,-15.686
-0.345,-0.009,0.248,-209.045,-8.728,-11.658
-0.409,0.141,0.374,-206.238,-10.254,6.714
-0.414,0.175,0.567,-220.398,-12.634,30.273
-0.307,0.060,0.668,-244.385,-14.221,51.331
-0.177,-0.052,0.788,-259.644,-12.878,61.707
-0.096,-0.164,1.059,-260.681,-13.245,61.768
-0.050,-0.105,1.267,-252.991,-0.977,53.040
-0.153,-0.127,1.614,-235.291,16.235,40.466
-0.095,-0.158,1.978,-219.360,31.250,36.438
0.020,-0.236,1.941,-213.928,47.852,31.067
0.125,-0.265,1.952,-197.327,44.495,19.104
0.055,-0.394,1.941,-171.204,30.090,9.033
0.098,-0.384,1.838,-152.100,15.015,5.310
0.072,-0.304,1.737,-136.780,1.526,4.822
0.035,-0.349,1.829,-126.526,-11.230,5.859
0.101,-0.480,1.903,-129.089,-8.301,4.761
0.009,-0.573,1.866,-128.113,10.376,-4.272
-0.067,-0.607,1.848,-117.432,23.987,-10.498
-0.132,-0.625,1.820,-104.492,24.902,-11.780
-0.174,-0.666,1.771,-87.952,21.851,-13.184
-0.197,-0.611,1.680,-68.726,23.743,-13.428
-0.017,-0.456,1.557,-51.331,31.616,-16.968
0.026,-0.350,0.991,-50.354,47.302,-36.316
-0.039,-0.699,1.052,-43.213,-8.484,-61.890
-0.199,-0.613,1.360,-57.678,-27.222,-43.701
-0.136,-0.500,1.434,-61.035,-20.752,-35.095
-0.083,-0.609,1.409,-63.843,5.676,-29.419
-0.134,-0.622,1.279,-62.683,17.578,-8.179
-0.029,-0.521,1.214,-60.913,16.785,13.245
0.060,-0.353,1.191,-55.481,7.629,22.339
0.043,-0.273,1.148,-41.321,-6.775,19.104
0.052,-0.370,1.124,-27.100,-16.785,4.395
-0.070,-0.369,0.940,-15.442,-16.663,-9.399
-0.189,-0.434,1.021,-5.127,-28.503,-15.503
-0.216,-0.377,1.002,-2.869,-21.484,-10.193
-0.228,-0.355,0.929,-2.991,-7.385,-8.789
-0.205,-0.381,0.859,-6.653,4.089,-6.348
-0.172,-0.386,0.775,-11.047,8.240,-2.869
-0.147,-0.412,0.761,-13.489,2.075,-1.892
-0.137,-0.430,0.783,-12.756,-8.728,-2.441
-0.145,-0.410,0.792,-10.254,-17.761,-2.869

-0.104,-0.368,2.025,79.773,65.918,18.738
-0.041,-0.389,2.058,91.370,69.214,19.104
0.058,-0.426,2.057,99.548,73.914,16.418
0.141,-0.460,1.949,111.694,77.332,9.338
0.165,-0.433,1.937,128.479,72.937,-1.221
0.169,-0.317,1.801,146.057,67.017,-12.939
0.128,-0.227,1.711,161.560,56.458,-22.095
0.140,-0.198,1.594,171.265,41.138,-26.794
0.151,-0.161,1.501,173.523,28.809,-31.006
0.134,-0.026,1.361,177.307,23.560,-35.461
0.105,0.048,1.326,185.120,17.822,-36.682
0.137,-0.085,1.280,185.791,8.179,-33.081
0.210,-0.266,1.196,174.927,-1.343,-31.372
0.249,-0.281,1.093,172.241,-10.071,-34.790
0.168,-0.188,1.187,184.143,-22.034,-39.734
0.103,-0.052,1.244,202.942,-24.414,-39.978
0.120,-0.129,1.169,215.576,-17.395,-37.659
0.190,-0.146,0.977,219.788,-7.324,-36.987
0.237,-0.199,0.906,220.337,-3.540,-40.039
0.240,-0.257,0.782,215.332,-2.502,-46.936
0.122,-0.199,0.712,216.309,-1.892,-55.359
0.100,-0.202,0.604,225.281,-1.343,-57.495
0.110,-0.243,0.422,218.628,-3.967,-60.547
0.012,-0.277,0.274,205.261,-11.597,-65.613
-0.073,-0.335,0.161,198.547,-20.569,-67.932
-0.161,-0.320,0.032,200.378,-27.832,-68.115
-0.257,-0.354,-0.157,208.435,-26.367,-70.435
-0.353,-0.423,-0.409,213.135,-23.010,-73.792
-0.437,-0.459,-0.670,211.792,-24.292,-71.106
-0.461,-0.482,-0.848,201.599,-32.410,-64.209
-0.521,-0.458,-0.934,180.847,-44.617,-54.565
-0.619,-0.507,-0.930,157.715,-56.030,-44.617
-0.576,-0.605,-0.896,142.029,-56.580,-36.072
-0.620,-0.557,-0.912,133.911,-45.715,-19.409
-0.884,-0.378,-0.916,124.512,-40.283,-0.793
-0.774,-0.482,-0.868,110.962,-41.748,-2.808
-0.701,-0.595,-0.681,93.201,-45.105,-5.371
-0.613,-0.673,-0.401,72.449,-37.964,1.892
-0.477,-0.816,-0.163,47.607,-22.095,7.263
-0.343,-0.915,0.085,28.625,-13.550,10.071
-0.249,-0.968,0.306,23.682,-15.747,9.644
-0.189,-0.980,0.320,35.583,-20.325,3.906
-0.114,-0.958,0.125,62.683,-21.912,-7.080
-0.098,-0.883,-0.139,89.417,-24.536,-23.926
-0.163,-0.860,-0.369,101.074,-35.034,-42.236
-0.260,-0.824,-0.599,100.830,-45.288,-54.810
-0.379,-0.715,-0.793,97.656,-51.086,-58.350
-0.456,-0.641,-1.001,91.980,-54.443,-54.932
-0.519,-0.678,-1.184,78.369,-59.692,-46.997
-0.570,-0.695,-1.220,58.350,-63.110,-35.278
-0.558,-0.674,-1.172,33.691,-54.382,-21.973
-0.472,-0.572,-1.155,9.216,-33.691,-9.827
-0.460,-0.507,-1.089,-8.850,-11.597,-3.357
-0.536,-0.645,-0.990,-24.109,7.690,-1.953
-0.486,-0.748,-0.844,-40.039,24.231,6.897
-0.394,-0.768,-0.676,-54.504,33.630,19.592
-0.324,-0.852,-0.622,-62.256,37.720,21.362
-0.299,-0.890,-0.564,-62.439,32.166,16.846
-0.297,-0.869,-0.528,-59.387,22.766,11.902
-0.288,-0.844,-0.580,-57.922,14.771,6.287
-0.308,-0.825,-0.643,-58.655,1.648,1.099
-0.358,-0.776,-0.654,-60.242,-14.099,-0.671
-0.379,-0.712,-0.712,-62.927,-22.278,1.892
-0.373,-0.656,-0.778,-69.458,-25.024,6.958
-0.349,-0.622,-0.799,-81.543,-27.954,13.062
-0.313,-0.608,-0.755,-98.755,-29.663,18.127
-0.258,-0.612,-0.731,-117.859,-24.475,18.921
-0.221,-0.569,-0.635,-134.216,-14.282,15.015
-0.211,-0.558,-0.557,-147.461,-2.197,8.850
-0.189,-0.562,-0.463,-159.119,7.935,2.625
-0.192,-0.525,-0.340,-168.457,18.921,-3.113
-0.215,-0.454,-0.236,-173.157,33.081,-9.766
-0.249,-0.408,-0.186,-176.025,44.067,-15.076
-0.321,-0.326,-0.066,-180.786,47.180,-16.968
-0.383,-0.298,0.010,-187.988,47.058,-15.137
-0.435,-0.295,0.019,-194.763,46.509,-10.010
-0.451,-0.300,0.082,-200.928,40.710,-1.953
-0.409,-0.368,0.153,-212.036,34.241,4.883
-0.376,-0.418,0.213,-222.412,27.771,7.874
-0.370,-0.504,0.239,-221.497,25.574,5.432
-0.370,-0.580,0.287,-213.135,30.884,-1.709
-0.367,-0.620,0.331,-210.327,46.082,-8.972
-0.198,-0.467,0.280,-215.393,71.228,-9.766
-0.198,-0.243,0.356,-221.985,85.327,-0.549
-0.185,0.131,0.596,-244.080,84.412,16.357
-0.332,0.806,0.732,-258.362,68.237,37.476
-0.531,1.274,0.976,-233.521,12.451,68.237
-0.555,0.704,1.507,-197.571,-60.059,75.073
-0.328,0.032,1.877,-172.546,-86.487,69.031
-0.266,-0.615,2.042,-192.566,-36.316,66.772
0.227,-0.581,1.664,-237.000,61.462,68.787
0.334,-0.566,1.644,-221.863,60.913,65.552
0.208,-0.753,2.018,-197.327,40.833,34.180
